source_row	Serial_Order	Language_Name	Language_ID	Domain_ID	Domain_Type	Abstract_Type	CrossL_Fracture	MinMax_Fracture	Lspecific_Fracture	Left_Edge	Right_Edge	Convergence	Relative_Convergence	Size	Relative_Size	Largest	Position_Total	Tests_Total	Planar_ID	PW_Pattern	Test_Labels	CCDB_Test_Labels
2	274	Kiowa	kiow1266	kiow1266_v_ciscategorial.selection	morphosyntactic	ciscategorial.selection				29	33	2	0.12	5	0.13	39	39	17	kiow1266_verbal	morphosyntactic	ciscategorial selection	
3	275	Kiowa	kiow1266	kiow1266_v_deviations_suppletion	indeterminate	deviations	suppletion			29	34	1	0.06	6	0.15	39	39	17	kiow1266_verbal	indeterminate	deviations suppletion	
4	276	Kiowa	kiow1266	kiow1266_v_free.occurrence_maximal	indeterminate	free.occurrence		maximal		25	36	2	0.12	12	0.31	39	39	17	kiow1266_verbal	indeterminate	free occurrence maximal	
5	277	Kiowa	kiow1266	kiow1266_v_free.occurrence_minimal	indeterminate	free.occurrence		minimal		25	30	1	0.06	6	0.15	39	39	17	kiow1266_verbal	indeterminate	free occurrence minimal	
6	278	Kiowa	kiow1266	kiow1266_v_noninterruption_complex	morphosyntactic	noninterruption	complex			23	36	1	0.06	14	0.36	39	39	17	kiow1266_verbal	morphosyntactic	noninterruption complex	
7	279	Kiowa	kiow1266	kiow1266_v_noninterruption_simplex	morphosyntactic	noninterruption	simplex			29	36	2	0.12	8	0.21	39	39	17	kiow1266_verbal	morphosyntactic	noninterruption simplex	
8	280	Kiowa	kiow1266	kiow1266_v_pausing	indeterminate	pausing				1	39	2	0.12	39	1	39	39	17	kiow1266_verbal	indeterminate	pausing	
9	281	Kiowa	kiow1266	kiow1266_v_recursion.based_maximal	morphosyntactic	recursion.based		maximal		1	39	2	0.12	39	1	39	39	17	kiow1266_verbal	morphosyntactic	recursion based maximal	
10	282	Kiowa	kiow1266	kiow1266_v_segmental_consonant.assimilation_maximal_cluster.devoicing	phonological	segmental	consonant.assimilation	maximal	cluster.devoicing	29	33	2	0.12	5	0.13	39	39	17	kiow1266_verbal	assimilation	segmental consonant assimilation maximal cluster devoicing	
11	283	Kiowa	kiow1266	kiow1266_v_segmental_consonant.assimilation_minimal_cluster.devoicing	phonological	segmental	consonant.assimilation	minimal	cluster.devoicing	29	31	1	0.06	3	0.08	39	39	17	kiow1266_verbal	assimilation	segmental consonant assimilation minimal cluster devoicing	
12	284	Kiowa	kiow1266	kiow1266_v_segmental_consonant.change_maximal_dental-velar.switch	phonological	segmental	consonant.change	maximal	dental-velar.switch	26	36	2	0.12	11	0.28	39	39	17	kiow1266_verbal	assimilation	segmental consonant change maximal dental-velar switch	
13	285	Kiowa	kiow1266	kiow1266_v_segmental_consonant.change_minimal_dental-velar.switch	phonological	segmental	consonant.change	minimal	dental-velar.switch	30	33	1	0.06	4	0.1	39	39	17	kiow1266_verbal	assimilation	segmental consonant change minimal dental-velar switch	
14	286	Kiowa	kiow1266	kiow1266_v_segmental_syllabification_maximal_syllabification.sensitive.processes	phonological	segmental	syllabification	maximal	syllabification.sensitive.processes	26	36	2	0.12	11	0.28	39	39	17	kiow1266_verbal	syllable	segmental syllabification maximal syllabification sensitive processes	
15	287	Kiowa	kiow1266	kiow1266_v_segmental_syllabification_minimal_syllabification.sensitive.processes	phonological	segmental	syllabification	minimal	syllabification.sensitive.processes	29	36	2	0.12	8	0.21	39	39	17	kiow1266_verbal	syllable	segmental syllabification minimal syllabification sensitive processes	
16	288	Kiowa	kiow1266	kiow1266_v_segmental_vowel.deletion_vowel.deletion	phonological	segmental	vowel.deletion		vowel.deletion	29	30	1	0.06	2	0.05	39	39	17	kiow1266_verbal	deletion	segmental vowel deletion vowel deletion	
17	289	Kiowa	kiow1266	kiow1266_v_suprasegmental_tone.spreading_maximal_tone.lowering	phonological	suprasegmental	tone.spreading	maximal	tone.lowering	25	36	2	0.12	12	0.31	39	39	17	kiow1266_verbal	tone	suprasegmental tone spreading maximal tone lowering	
18	290	Kiowa	kiow1266	kiow1266_v_suprasegmental_tone.spreading_minimal_tone.lowering	phonological	suprasegmental	tone.spreading	minimal	tone.lowering	25	33	1	0.06	9	0.23	39	39	17	kiow1266_verbal	tone	suprasegmental tone spreading minimal tone lowering	
