source_row	Serial_Order	Language_Name	Language_ID	Domain_ID	Domain_Type	Abstract_Type	CrossL_Fracture	MinMax_Fracture	Lspecific_Fracture	Left_Edge	Right_Edge	Convergence	Relative_Convergence	Size	Relative_Size	Largest	Position_Total	Tests_Total	Planar_ID	PW_Pattern	Test_Labels	CCDB_Test_Labels
2	377	Teotitlán del Valle Zapotec	teot1238	teot1238_n_ciscategorial.selection	morphosyntactic	ciscategorial.selection				7	8	1	0.06	2	0.1	20	20	18	teot1238_nominal	morphosyntactic	ciscategorial selection	Ciscat. Sel.
3	378	Teotitlán del Valle Zapotec	teot1238	teot1238_n_deviations_suppletion	indeterminate	deviations	suppletion			8	8	2	0.11	1	0.05	20	20	18	teot1238_nominal	indeterminate	deviations suppletion	Dev. Biunique.
4	379	Teotitlán del Valle Zapotec	teot1238	teot1238_n_free.occurrence_maximal	indeterminate	free.occurrence		maximal		6	9	1	0.06	4	0.2	20	20	18	teot1238_nominal	indeterminate	free occurrence maximal	Min Free Form Max.
5	380	Teotitlán del Valle Zapotec	teot1238	teot1238_n_free.occurrence_minimal	indeterminate	free.occurrence		minimal		8	8	2	0.11	1	0.05	20	20	18	teot1238_nominal	indeterminate	free occurrence minimal	Min Free Form Min.
6	381	Teotitlán del Valle Zapotec	teot1238	teot1238_n_noninterruption_simplex	morphosyntactic	noninterruption	simplex			1	9	1	0.06	9	0.45	20	20	18	teot1238_nominal	morphosyntactic	noninterruption simplex	Non-interrupt. Compl.
7	382	Teotitlán del Valle Zapotec	teot1238	teot1238_n_noninterruption_simplex_permutable	morphosyntactic	noninterruption	simplex		permutable	6	12	1	0.06	7	0.35	20	20	18	teot1238_nominal	morphosyntactic	noninterruption simplex permutable	Non-interrupt. Simpl. Perm.
8	383	Teotitlán del Valle Zapotec	teot1238	teot1238_n_nonpermutability	morphosyntactic	nonpermutability				6	20	1	0.06	15	0.75	20	20	18	teot1238_nominal	morphosyntactic	nonpermutability	Non-permut.
9	384	Teotitlán del Valle Zapotec	teot1238	teot1238_n_segmental_consonant.dissimilation_maximal_glottal.dissimilation	phonological	segmental	consonant.dissimilation	maximal	glottal.dissimilation	3	15	1	0.06	13	0.65	20	20	18	teot1238_nominal	dissimilation	segmental consonant dissimilation maximal glottal dissimilation	Glottal Diss. Max.
10	385	Teotitlán del Valle Zapotec	teot1238	teot1238_n_segmental_consonant.dissimilation_minimal_glottal.dissimilation	phonological	segmental	consonant.dissimilation	minimal	glottal.dissimilation	8	9	3	0.17	2	0.1	20	20	18	teot1238_nominal	dissimilation	segmental consonant dissimilation minimal glottal dissimilation	Glottal Diss. Min.
11	386	Teotitlán del Valle Zapotec	teot1238	teot1238_n_segmental_syllabification_maximal_syllabification	phonological	segmental	syllabification	maximal	syllabification	1	20	3	0.17	20	1	20	20	18	teot1238_nominal	syllable	segmental syllabification maximal syllabification	Syllab. Max.
12	387	Teotitlán del Valle Zapotec	teot1238	teot1238_n_segmental_syllabification_minimal_syllabification	phonological	segmental	syllabification	minimal	syllabification	6	8	1	0.06	3	0.15	20	20	18	teot1238_nominal	syllable	segmental syllabification minimal syllabification	Syllab. Min.
13	388	Teotitlán del Valle Zapotec	teot1238	teot1238_n_suprasegmental_accent_maximal	phonological	suprasegmental	accent	maximal		8	11	2	0.11	4	0.2	20	20	18	teot1238_nominal	stress	suprasegmental accent maximal	Accent Max.
14	389	Teotitlán del Valle Zapotec	teot1238	teot1238_n_suprasegmental_accent_minimal	phonological	suprasegmental	accent	minimal		8	9	3	0.17	2	0.1	20	20	18	teot1238_nominal	stress	suprasegmental accent minimal	Accent Min.
15	390	Teotitlán del Valle Zapotec	teot1238	teot1238_n_suprasegmental_tone.sandhi_maximal_tone.sandhi	phonological	suprasegmental	tone.sandhi	maximal	tone.sandhi	1	20	3	0.17	20	1	20	20	18	teot1238_nominal	tone	suprasegmental tone sandhi maximal tone sandhi	Tone Sandhi Max.
16	391	Teotitlán del Valle Zapotec	teot1238	teot1238_n_suprasegmental_tone.sandhi_minimal_tone.sandhi	phonological	suprasegmental	tone.sandhi	minimal	tone.sandhi	8	11	2	0.11	4	0.2	20	20	18	teot1238_nominal	tone	suprasegmental tone sandhi minimal tone sandhi	Tone Sandhi Min.
17	392	Teotitlán del Valle Zapotec	teot1238	teot1238_n_suprasegmental_tone.spreading_maximal_mid.tone.spreading	phonological	suprasegmental	tone.spreading	maximal	mid.tone.spreading	1	20	3	0.17	20	1	20	20	18	teot1238_nominal	tone	suprasegmental tone spreading maximal mid tone spreading	Mid Tone Spread. Max.
18	393	Teotitlán del Valle Zapotec	teot1238	teot1238_n_suprasegmental_tone.spreading_minimal_mid.tone.spreading	phonological	suprasegmental	tone.spreading	minimal	mid.tone.spreading	8	9	3	0.17	2	0.1	20	20	18	teot1238_nominal	tone	suprasegmental tone spreading minimal mid tone spreading	Mid Tone Spread. Min.
19	394	Teotitlán del Valle Zapotec	teot1238	teot1238_n_suprasegmental_tone.spreading_rising.tone.levelling	phonological	suprasegmental	tone.spreading		rising.tone.levelling	8	20	1	0.06	13	0.65	20	20	18	teot1238_nominal	tone	suprasegmental tone spreading rising tone levelling	Rising Tone Level.
